Two_P,Two_PP,Two_PA,Three_P,Three_PP,Three_PA,AST,Age,BLK,DRB,FG,FGP,FGA,FT,FTP,FTA,G,GS,MP,ORB,PF,PTS,STL,TOV,TRB,eFGP,place,name,team,team_abbr,year
173,0.468,370,126,0.361,349,138,25,53,401,299,0.416,719,115,0.737,156,82,82,2341,98,171,839,72,120,499,0.503,Portland,Al-Farouq Aminu,Trail Blazers,POR,2016
199,0.506,393,112,0.393,285,99,23,16,189,311,0.459,678,98,0.867,113,81,8,2105,27,192,832,63,64,216,0.541,Portland,Allen Crabbe,Trail Blazers,POR,2016
267,0.52,513,0,0.0,4,226,25,85,427,267,0.516,517,215,0.642,335,82,82,2084,201,253,749,68,154,628,0.516,Portland,Mason Plumlee,Trail Blazers,POR,2016
206,0.611,337,0,0.0,0,88,26,72,375,206,0.611,337,114,0.559,204,81,0,1684,224,202,526,57,64,599,0.611,Portland,Ed Davis,Trail Blazers,POR,2016
156,0.576,271,39,0.279,140,67,22,35,179,195,0.474,411,69,0.622,111,78,14,1457,101,124,498,49,62,280,0.522,Portland,Maurice Harkless,Trail Blazers,POR,2016
184,0.468,393,48,0.353,136,75,28,19,181,232,0.439,529,112,0.767,146,72,0,1431,30,87,624,39,68,211,0.484,Portland,Gerald Henderson,Trail Blazers,POR,2016
109,0.527,207,86,0.377,228,92,23,18,263,195,0.448,435,35,0.761,46,61,10,1333,51,183,511,8,77,314,0.547,Portland,Meyers Leonard,Trail Blazers,POR,2016
106,0.457,232,11,0.239,46,30,20,26,214,117,0.421,278,38,0.745,51,78,56,1174,91,152,283,27,50,305,0.441,Portland,Noah Vonleh,Trail Blazers,POR,2016
17,0.395,43,3,0.176,17,42,25,1,28,20,0.333,60,8,0.533,15,35,1,272,11,31,51,10,27,39,0.358,Portland,Tim Frazier,Trail Blazers,POR,2016
8,0.286,28,5,0.238,21,10,23,0,21,13,0.265,49,5,1.0,5,34,0,143,11,6,36,2,10,32,0.316,Portland,Pat Connaughton,Trail Blazers,POR,2016
17,0.486,35,6,0.4,15,16,30,1,10,23,0.46,50,8,0.8,10,21,0,137,2,12,60,3,7,12,0.52,Portland,Brian Roberts,Trail Blazers,POR,2016
19,0.487,39,1,0.25,4,11,33,1,17,20,0.465,43,3,1.0,3,16,2,112,7,15,44,1,8,24,0.477,Portland,Chris Kaman,Trail Blazers,POR,2016
4,0.4,10,1,0.111,9,1,22,0,4,5,0.263,19,3,0.75,4,12,0,42,0,1,14,0,4,4,0.289,Portland,Luis Montero,Trail Blazers,POR,2016
5,0.5,10,0,0.0,0,0,20,2,4,5,0.5,10,0,0.0,0,8,0,36,2,1,10,1,1,6,0.5,Portland,Cliff Alexander,Trail Blazers,POR,2016
537,0.486,1104,57,0.3,190,164,20,46,186,594,0.459,1294,430,0.761,565,81,81,2845,105,165,1675,78,182,291,0.481,Minnesota,Andrew Wiggins,Timberwolves,MIN,2016
595,0.559,1065,30,0.341,88,161,20,138,629,625,0.542,1153,223,0.811,275,82,82,2627,229,245,1503,58,183,858,0.555,Minnesota,Karl-Anthony Towns,Timberwolves,MIN,2016
157,0.396,396,62,0.326,190,658,25,10,286,219,0.374,586,266,0.847,314,76,76,2323,40,201,766,162,193,326,0.427,Minnesota,Ricky Rubio,Timberwolves,MIN,2016
310,0.482,643,123,0.389,316,251,20,17,201,433,0.452,959,161,0.793,203,82,33,2294,27,193,1150,69,155,228,0.516,Minnesota,Zach LaVine,Timberwolves,MIN,2016
302,0.54,559,6,0.3,20,143,26,96,428,308,0.532,579,205,0.827,248,82,39,2220,157,219,827,94,140,585,0.537,Minnesota,Gorgui Dieng,Timberwolves,MIN,2016
273,0.516,529,44,0.289,152,52,23,7,167,317,0.465,681,185,0.764,242,82,0,1682,100,94,863,24,70,267,0.498,Minnesota,Shabazz Muhammad,Timberwolves,MIN,2016
98,0.476,206,4,0.174,23,73,35,13,115,102,0.445,229,13,0.684,19,77,44,1462,32,62,221,36,27,147,0.454,Minnesota,Tayshaun Prince,Timberwolves,MIN,2016
62,0.564,110,48,0.384,125,83,27,21,161,110,0.468,235,40,0.727,55,60,0,1075,49,154,308,26,47,210,0.57,Minnesota,Nemanja Bjelica,Timberwolves,MIN,2016
88,0.381,231,38,0.369,103,46,32,1,71,126,0.377,334,125,0.88,142,39,12,834,10,68,415,17,41,81,0.434,Minnesota,Kevin Martin,Timberwolves,MIN,2016
40,0.388,103,16,0.302,53,108,19,3,40,56,0.359,156,28,0.718,39,37,0,573,7,33,156,31,33,47,0.41,Minnesota,Tyus Jones,Timberwolves,MIN,2016
54,0.474,114,0,0.0,1,62,39,10,135,54,0.47,115,14,0.667,21,38,38,556,15,70,122,28,16,150,0.47,Minnesota,Kevin Garnett,Timberwolves,MIN,2016
44,0.389,113,9,0.281,32,29,24,11,91,53,0.366,145,17,0.654,26,52,2,486,20,77,132,16,36,111,0.397,Minnesota,Adreian Payne,Timberwolves,MIN,2016
35,0.648,54,1,0.25,4,58,39,0,18,36,0.621,58,15,0.789,19,26,0,280,6,32,88,9,25,24,0.629,Minnesota,Andre Miller,Timberwolves,MIN,2016
8,0.667,12,17,0.34,50,11,29,1,15,25,0.403,62,8,1.0,8,33,0,277,5,33,75,3,13,20,0.54,Minnesota,Damjan Rudež,Timberwolves,MIN,2016
18,0.563,32,0,0.0,0,6,25,1,30,18,0.563,32,7,0.412,17,18,0,192,12,28,43,4,7,42,0.563,Minnesota,Greg Smith,Timberwolves,MIN,2016
19,0.38,50,0,0.0,0,11,30,0,14,19,0.38,50,16,0.8,20,12,3,156,7,22,54,1,9,21,0.38,Minnesota,Nikola Peković,Timberwolves,MIN,2016
364,0.468,778,111,0.347,320,192,23,7,220,475,0.433,1098,164,0.804,204,79,79,2552,93,168,1225,88,135,313,0.483,Los Angeles,Jordan Clarkson,Lakers,LAL,2016
348,0.436,799,10,0.278,36,144,21,29,657,358,0.429,835,193,0.715,270,81,60,2286,172,242,919,53,149,829,0.435,Los Angeles,Julius Randle,Lakers,LAL,2016
262,0.447,586,130,0.351,370,266,19,13,227,392,0.41,956,140,0.737,190,80,48,2259,47,142,1054,93,196,274,0.478,Los Angeles,D'Angelo Russell,Lakers,LAL,2016
173,0.464,373,110,0.344,320,167,29,19,138,283,0.408,693,352,0.83,424,67,35,1907,31,107,1028,62,107,169,0.488,Los Angeles,Lou Williams,Lakers,LAL,2016
182,0.445,409,0,0.0,2,95,29,110,266,182,0.443,411,117,0.807,145,81,81,1878,132,252,481,32,76,398,0.443,Los Angeles,Roy Hibbert,Lakers,LAL,2016
265,0.41,646,133,0.285,467,184,37,13,206,398,0.358,1113,232,0.826,281,66,66,1863,41,115,1161,62,129,247,0.417,Los Angeles,Kobe Bryant,Lakers,LAL,2016
174,0.552,315,0,0.0,2,74,30,55,181,174,0.549,317,125,0.845,148,66,0,1342,104,125,473,33,42,285,0.549,Los Angeles,Brandon Bass,Lakers,LAL,2016
157,0.541,290,1,0.1,10,44,23,23,211,158,0.527,300,32,0.681,47,63,22,1266,101,124,349,54,41,312,0.528,Los Angeles,Larry Nance,Lakers,LAL,2016
49,0.363,135,77,0.325,237,34,30,7,83,126,0.339,372,63,0.829,76,54,2,1033,14,50,392,23,30,97,0.442,Los Angeles,Nick Young,Lakers,LAL,2016
81,0.479,169,16,0.262,61,182,32,7,72,97,0.422,230,27,0.931,29,53,0,869,18,76,237,26,80,90,0.457,Los Angeles,Marcelo Huertas,Lakers,LAL,2016
19,0.339,56,20,0.286,70,19,23,5,61,39,0.31,126,17,0.85,20,29,11,599,9,34,115,14,15,70,0.389,Los Angeles,Anthony Brown,Lakers,LAL,2016
29,0.312,93,26,0.31,84,27,36,11,70,55,0.311,177,40,0.702,57,35,5,590,19,67,176,22,15,89,0.384,Los Angeles,Metta World Peace,Lakers,LAL,2016
57,0.548,104,0,0.0,0,16,24,18,113,57,0.548,104,19,0.422,45,39,0,496,44,78,133,14,22,157,0.548,Los Angeles,Tarik Black,Lakers,LAL,2016
50,0.446,112,5,0.135,37,20,24,10,100,55,0.369,149,37,0.685,54,36,0,470,21,39,152,13,18,121,0.386,Los Angeles,Ryan Kelly,Lakers,LAL,2016
31,0.413,75,0,0.0,0,14,26,10,40,31,0.413,75,25,0.658,38,25,1,320,32,43,87,4,12,72,0.413,Los Angeles,Robert Sacre,Lakers,LAL,2016
357,0.704,507,0,0.0,1,90,27,177,792,357,0.703,508,266,0.43,619,77,77,2598,267,207,980,51,107,1059,0.703,Los Angeles,DeAndre Jordan,Clippers,LAC,2016
393,0.501,785,122,0.371,329,738,30,13,271,515,0.462,1114,294,0.896,328,74,74,2420,39,185,1446,152,194,310,0.517,Los Angeles,Chris Paul,Clippers,LAC,2016
262,0.44,595,117,0.34,344,183,35,12,125,379,0.404,939,245,0.904,271,79,5,2126,20,122,1120,52,113,145,0.466,Los Angeles,Jamal Crawford,Clippers,LAC,2016
222,0.484,459,200,0.475,421,106,31,5,129,422,0.48,880,182,0.888,205,75,75,2097,10,135,1226,42,78,139,0.593,Los Angeles,J.J. Redick,Clippers,LAC,2016
105,0.51,206,103,0.333,309,49,28,56,211,208,0.404,515,30,0.652,46,80,9,1666,37,173,549,89,54,248,0.504,Los Angeles,Wesley Johnson,Clippers,LAC,2016
164,0.495,331,62,0.335,185,99,23,9,108,226,0.438,516,79,0.681,116,67,7,1464,22,137,593,48,61,130,0.498,Los Angeles,Austin Rivers,Clippers,LAC,2016
81,0.485,167,13,0.325,40,30,29,19,111,94,0.454,207,30,0.526,57,75,61,1274,60,100,231,44,34,171,0.486,Los Angeles,Luc Mbah a Moute,Clippers,LAC,2016
69,0.445,155,75,0.31,242,71,38,17,174,144,0.363,397,54,0.818,66,68,38,1231,12,129,417,33,58,186,0.457,Los Angeles,Paul Pierce,Clippers,LAC,2016
295,0.504,585,6,0.333,18,170,26,17,243,301,0.499,603,141,0.727,194,35,35,1170,51,95,749,28,83,294,0.504,Los Angeles,Blake Griffin,Clippers,LAC,2016
27,0.519,52,28,0.295,95,130,38,1,76,55,0.374,147,7,0.875,8,59,3,823,38,82,145,53,49,114,0.469,Los Angeles,Pablo Prigioni,Clippers,LAC,2016
134,0.596,225,0,0.0,0,50,27,68,202,134,0.596,225,60,0.714,84,60,5,800,86,139,328,47,64,288,0.596,Los Angeles,Cole Aldrich,Clippers,LAC,2016
89,0.468,190,25,0.325,77,40,29,21,72,114,0.427,267,40,0.615,65,27,10,709,19,62,293,18,24,91,0.474,Los Angeles,Jeff Green,Clippers,LAC,2016
63,0.529,119,19,0.404,47,60,25,3,89,82,0.494,166,21,0.7,30,43,10,680,19,79,204,24,48,108,0.551,Los Angeles,Lance Stephenson,Clippers,LAC,2016
51,0.418,122,18,0.31,58,42,30,34,92,69,0.383,180,25,0.595,42,32,1,459,33,62,181,18,41,125,0.433,Los Angeles,Josh Smith,Clippers,LAC,2016
17,0.395,43,9,0.391,23,10,25,2,11,26,0.394,66,9,0.75,12,23,0,167,1,15,70,10,2,12,0.462,Los Angeles,C.J. Wilcox,Clippers,LAC,2016
12,0.545,22,0,0.0,1,5,28,3,18,12,0.522,23,6,1.0,6,17,0,107,4,18,30,0,6,22,0.522,Los Angeles,Jeff Ayres,Clippers,LAC,2016
2,0.4,5,0,0.0,0,0,22,1,2,2,0.4,5,1,1.0,1,6,0,29,2,2,5,0,0,4,0.4,Los Angeles,Branden Dawson,Clippers,LAC,2016
1,1.0,1,0,0.0,0,0,28,2,1,1,1.0,1,0,0.0,2,4,0,12,1,4,2,0,0,2,1.0,Los Angeles,Alex Stepheson,Clippers,LAC,2016
293,0.479,612,62,0.365,170,839,29,10,358,355,0.454,782,87,0.58,150,72,72,2537,77,175,859,141,278,435,0.494,Sacramento,Rajon Rondo,Kings,SAC,2016
392,0.495,792,74,0.344,215,120,29,51,353,466,0.463,1007,198,0.78,254,70,70,2379,103,184,1204,100,139,456,0.5,Sacramento,Rudy Gay,Kings,SAC,2016
531,0.473,1122,70,0.333,210,214,25,92,589,601,0.451,1332,476,0.718,663,65,65,2246,158,236,1748,101,249,747,0.477,Sacramento,DeMarcus Cousins,Kings,SAC,2016
290,0.519,559,87,0.401,217,318,28,4,141,377,0.486,776,194,0.858,226,74,15,2219,28,142,1035,76,130,169,0.542,Sacramento,Darren Collison,Kings,SAC,2016
187,0.537,348,112,0.409,274,95,27,17,352,299,0.481,622,103,0.648,159,69,21,1880,58,154,813,56,94,410,0.571,Sacramento,Omri Casspi,Kings,SAC,2016
154,0.456,338,91,0.306,297,127,29,2,107,245,0.386,635,115,0.833,138,68,7,1672,10,91,696,37,80,117,0.457,Sacramento,Marco Belinelli,Kings,SAC,2016
236,0.532,444,0,0.0,0,33,26,70,254,236,0.532,444,57,0.548,104,78,14,1482,169,185,529,40,48,423,0.532,Sacramento,Kosta Koufos,Kings,SAC,2016
128,0.474,270,67,0.362,185,79,22,10,114,195,0.429,455,74,0.718,103,68,53,1443,34,140,531,52,99,148,0.502,Sacramento,Ben McLemore,Kings,SAC,2016
191,0.567,337,0,0.0,2,37,22,66,218,191,0.563,339,81,0.648,125,66,39,1412,134,146,463,48,46,352,0.563,Sacramento,Willie Cauley-Stein,Kings,SAC,2016
100,0.606,165,19,0.388,49,27,25,24,123,119,0.556,214,50,0.735,68,59,29,876,65,103,307,29,27,188,0.6,Sacramento,Quincy Acy,Kings,SAC,2016
44,0.478,92,23,0.267,86,41,26,14,73,67,0.376,178,22,0.759,29,51,15,721,13,54,179,21,42,86,0.441,Sacramento,James Anderson,Kings,SAC,2016
52,0.46,113,50,0.45,111,67,25,3,51,102,0.455,224,45,0.833,54,44,9,692,9,41,299,22,36,60,0.567,Sacramento,Seth Curry,Kings,SAC,2016
22,0.537,41,3,0.167,18,10,35,1,17,25,0.424,59,10,0.833,12,17,1,176,5,19,63,9,3,22,0.449,Sacramento,Caron Butler,Kings,SAC,2016
3,0.5,6,0,0.0,0,1,24,4,8,3,0.5,6,2,0.5,4,8,0,48,3,4,8,0,3,11,0.5,Sacramento,Eric Moreland,Kings,SAC,2016
0,0.0,5,2,0.4,5,1,24,0,2,2,0.2,10,0,0.0,0,1,0,24,2,2,6,1,0,4,0.3,Sacramento,Duje Dukan,Kings,SAC,2016
171,0.455,376,68,0.33,206,177,30,20,347,239,0.411,582,106,0.746,142,82,80,2540,165,202,652,106,111,512,0.469,Phoenix,P.J. Tucker,Suns,PHO,2016
268,0.464,578,99,0.343,289,200,19,20,160,367,0.423,867,215,0.84,256,76,51,2108,27,225,1048,44,160,187,0.48,Phoenix,Devin Booker,Suns,PHO,2016
251,0.461,544,120,0.342,351,263,24,20,166,371,0.415,895,156,0.852,183,52,50,1870,36,124,1018,61,177,202,0.482,Phoenix,Brandon Knight,Suns,PHO,2016
263,0.426,617,1,0.143,7,97,22,62,416,264,0.423,624,174,0.728,239,78,46,1821,178,230,703,38,145,594,0.424,Phoenix,Alex Len,Suns,PHO,2016
151,0.476,317,181,0.393,460,89,30,21,247,332,0.427,777,120,0.774,155,79,1,1686,55,159,965,32,84,302,0.544,Phoenix,Mirza Teletović,Suns,PHO,2016
183,0.585,313,0,0.0,1,64,33,44,401,183,0.583,314,106,0.62,171,66,60,1618,175,145,472,36,93,576,0.583,Phoenix,Tyson Chandler,Suns,PHO,2016
182,0.511,356,42,0.382,110,72,26,30,297,224,0.481,466,77,0.762,101,67,27,1255,76,125,567,38,75,373,0.526,Phoenix,Jon Leuer,Suns,PHO,2016
48,0.453,106,68,0.347,196,147,32,13,74,116,0.384,302,31,0.756,41,62,18,1211,25,161,331,74,70,99,0.497,Phoenix,Ronnie Price,Suns,PHO,2016
153,0.474,323,23,0.232,99,118,21,13,115,176,0.417,422,130,0.674,193,57,13,1114,27,84,505,27,100,142,0.444,Phoenix,Archie Goodwin,Suns,PHO,2016
193,0.52,371,28,0.4,70,44,22,16,90,221,0.501,441,45,0.703,64,47,4,1070,57,94,515,37,32,147,0.533,Phoenix,T.J. Warren,Suns,PHO,2016
175,0.482,363,48,0.372,129,190,26,19,107,223,0.453,492,138,0.802,172,31,31,1059,18,75,632,63,110,125,0.502,Phoenix,Eric Bledsoe,Suns,PHO,2016
149,0.42,355,22,0.289,76,87,26,17,151,171,0.397,431,66,0.717,92,37,24,917,43,104,430,33,90,194,0.422,Phoenix,Markieff Morris,Suns,PHO,2016
22,0.386,57,13,0.406,32,47,29,1,35,35,0.393,89,7,0.538,13,36,0,421,6,40,90,10,37,41,0.466,Phoenix,Sonny Weems,Suns,PHO,2016
29,0.5,58,13,0.406,32,26,24,1,31,42,0.467,90,12,0.8,15,22,2,287,4,11,109,5,16,35,0.539,Phoenix,John Jenkins,Suns,PHO,2016
19,0.679,28,4,0.235,17,15,27,1,17,23,0.511,45,5,0.625,8,17,0,200,12,16,55,3,13,29,0.556,Phoenix,Chase Budinger,Suns,PHO,2016
9,0.5,18,0,0.0,5,29,24,3,5,9,0.391,23,4,0.571,7,9,0,113,3,14,22,7,14,8,0.391,Phoenix,Phil Pressey,Suns,PHO,2016
8,0.533,15,3,0.273,11,10,24,0,6,11,0.423,26,12,0.8,15,7,0,82,2,7,37,3,6,8,0.481,Phoenix,Jordan McRae,Suns,PHO,2016
7,0.269,26,3,0.3,10,7,30,2,21,10,0.278,36,6,0.75,8,4,3,74,11,8,29,3,4,32,0.319,Phoenix,Kris Humphries,Suns,PHO,2016
10,0.417,24,0,0.0,0,5,23,5,24,10,0.417,24,9,0.643,14,10,0,68,14,15,29,4,6,38,0.417,Phoenix,Alan Williams,Suns,PHO,2016
7,0.412,17,1,0.125,8,11,25,1,7,8,0.32,25,3,0.75,4,8,0,61,0,4,20,3,9,7,0.34,Phoenix,Lorenzo Brown,Suns,PHO,2016
9,0.429,21,0,0.0,1,0,25,1,10,9,0.409,22,4,0.667,6,8,0,50,6,8,22,0,0,16,0.409,Phoenix,Cory Jefferson,Suns,PHO,2016
4,0.333,12,1,0.2,5,0,26,3,6,5,0.294,17,5,0.833,6,2,0,47,3,5,16,2,1,9,0.324,Phoenix,Orlando Johnson,Suns,PHO,2016
2,0.4,5,0,0.0,3,3,23,0,0,2,0.25,8,0,0.0,0,3,0,33,0,2,4,3,5,0,0.25,Phoenix,Bryce Cotton,Suns,PHO,2016
301,0.537,561,100,0.388,258,598,25,113,635,401,0.49,819,229,0.696,329,81,81,2808,134,240,1131,119,259,769,0.551,Golden State,Draymond Green,Warriors,GSW,2016
403,0.566,712,402,0.454,886,527,27,15,362,805,0.504,1598,363,0.908,400,79,79,2700,68,161,2375,169,262,430,0.63,Golden State,Stephen Curry,Warriors,GSW,2016
375,0.51,736,276,0.425,650,166,25,49,271,651,0.47,1386,193,0.873,221,80,80,2666,35,152,1771,60,138,306,0.569,Golden State,Klay Thompson,Warriors,GSW,2016
213,0.508,419,82,0.383,214,117,23,10,248,295,0.466,633,102,0.761,134,66,59,2042,77,136,774,41,57,325,0.531,Golden State,Harrison Barnes,Warriors,GSW,2016
122,0.57,214,54,0.351,154,219,32,19,211,176,0.478,368,51,0.614,83,65,1,1732,52,102,457,73,79,263,0.552,Golden State,Andre Iguodala,Warriors,GSW,2016
201,0.548,367,2,0.167,12,237,30,27,127,203,0.536,379,80,0.86,93,78,3,1520,42,140,488,57,78,169,0.538,Golden State,Shaun Livingston,Warriors,GSW,2016
174,0.626,278,1,1.0,1,162,31,114,371,175,0.627,279,24,0.48,50,70,66,1451,121,221,375,33,83,492,0.629,Golden State,Andrew Bogut,Warriors,GSW,2016
132,0.508,260,39,0.355,110,82,33,10,89,171,0.462,370,52,0.839,62,68,0,1079,28,107,433,44,53,117,0.515,Golden State,Leandro Barbosa,Warriors,GSW,2016
46,0.447,103,65,0.414,157,57,30,23,160,111,0.427,260,18,0.643,28,72,25,1055,21,57,305,20,33,181,0.552,Golden State,Brandon Rush,Warriors,GSW,2016
173,0.439,394,24,0.387,62,61,28,34,162,197,0.432,456,94,0.825,114,72,0,832,77,117,512,19,66,239,0.458,Golden State,Marreese Speights,Warriors,GSW,2016
125,0.548,228,0,0.0,0,32,26,50,166,125,0.548,228,70,0.53,132,46,13,770,91,94,320,18,38,257,0.548,Golden State,Festus Ezeli,Warriors,GSW,2016
59,0.5,118,30,0.357,84,64,24,13,55,89,0.441,202,28,0.824,34,66,1,578,13,58,236,17,43,68,0.515,Golden State,Ian Clark,Warriors,GSW,2016
44,0.537,82,1,0.5,2,17,23,8,28,45,0.536,84,26,0.531,49,41,1,262,30,39,117,10,16,58,0.542,Golden State,James Michael McAdoo,Warriors,GSW,2016
21,0.438,48,0,0.0,0,15,33,5,37,21,0.438,48,16,0.552,29,22,0,186,13,35,58,5,6,50,0.438,Golden State,Anderson Varejão,Warriors,GSW,2016
20,0.476,42,0,0.0,0,19,29,8,44,20,0.476,42,20,0.625,32,28,1,179,10,40,60,4,7,54,0.476,Golden State,Jason Thompson,Warriors,GSW,2016
3,0.6,5,1,0.5,2,0,19,0,6,4,0.571,7,0,0.0,0,5,0,21,4,2,9,0,1,10,0.643,Golden State,Kevon Looney,Warriors,GSW,2016
474,0.494,960,236,0.359,657,612,26,51,438,710,0.439,1617,720,0.86,837,82,82,3125,63,229,2376,139,374,501,0.512,Houston,James Harden,Rockets,HOU,2016
172,0.478,360,185,0.371,499,188,30,26,299,357,0.416,859,126,0.783,161,81,81,2859,67,177,1025,160,113,366,0.523,Houston,Trevor Ariza,Rockets,HOU,2016
372,0.626,594,0,0.0,6,98,30,113,597,372,0.62,600,232,0.489,474,71,71,2280,238,219,976,69,166,835,0.62,Houston,Dwight Howard,Rockets,HOU,2016
134,0.472,284,124,0.4,310,239,27,26,177,258,0.434,594,60,0.682,88,71,63,2041,73,234,700,94,91,250,0.539,Houston,Patrick Beverley,Rockets,HOU,2016
151,0.46,328,61,0.272,224,109,29,19,157,212,0.384,552,105,0.75,140,82,12,1669,42,168,590,84,78,199,0.439,Houston,Corey Brewer,Rockets,HOU,2016
231,0.583,396,0,0.0,1,47,21,92,300,231,0.582,397,80,0.379,211,77,35,1471,194,190,542,59,60,494,0.582,Houston,Clint Capela,Rockets,HOU,2016
58,0.504,115,93,0.356,261,103,38,9,65,151,0.402,376,27,0.818,33,72,7,1258,14,91,422,47,49,79,0.525,Houston,Jason Terry,Rockets,HOU,2016
80,0.415,193,31,0.33,94,180,28,6,69,111,0.387,287,56,0.7,80,53,12,1176,20,71,309,43,82,89,0.441,Houston,Ty Lawson,Rockets,HOU,2016
141,0.49,288,25,0.316,79,41,24,39,149,166,0.452,367,77,0.664,116,50,11,1044,62,86,434,23,49,211,0.486,Houston,Terrence Jones,Rockets,HOU,2016
101,0.461,219,73,0.338,216,66,28,3,84,174,0.4,435,51,0.879,58,47,6,885,31,73,472,34,40,115,0.484,Houston,Marcus Thornton,Rockets,HOU,2016
74,0.5,148,16,0.281,57,41,25,5,72,90,0.439,205,34,0.642,53,37,22,547,37,69,230,17,44,109,0.478,Houston,Donatas Motiejūnas,Rockets,HOU,2016
35,0.417,84,23,0.271,85,48,30,13,49,58,0.343,169,12,0.48,25,23,6,421,18,56,151,16,36,67,0.411,Houston,Josh Smith,Rockets,HOU,2016
58,0.652,89,0,0.0,1,17,22,11,40,58,0.644,90,24,0.522,46,39,1,379,25,48,140,11,17,65,0.644,Houston,Montrezl Harrell,Rockets,HOU,2016
104,0.531,196,3,0.333,9,16,27,9,69,107,0.522,205,38,0.776,49,20,0,363,29,39,255,11,24,98,0.529,Houston,Michael Beasley,Rockets,HOU,2016
22,0.468,47,7,0.28,25,10,22,6,26,29,0.403,72,24,0.8,30,37,1,235,16,30,89,7,17,42,0.451,Houston,K.J. McDaniels,Rockets,HOU,2016
8,0.727,11,1,0.111,9,4,27,2,1,9,0.45,20,3,0.75,4,8,0,50,1,4,22,6,7,2,0.475,Houston,Andrew Goudelock,Rockets,HOU,2016
1,0.5,2,0,0.0,0,2,32,0,8,1,0.5,2,2,1.0,2,2,0,24,0,6,4,0,3,8,0.5,Houston,Chuck Hayes,Rockets,HOU,2016
0,0.0,0,0,0.0,0,0,21,0,1,0,0.0,0,0,0.0,0,3,0,6,0,0,0,1,0,1,0.0,Houston,Sam Dekker,Rockets,HOU,2016
142,0.432,329,189,0.36,525,151,29,17,211,331,0.388,854,126,0.863,146,78,78,2644,27,179,977,78,78,238,0.498,Dallas,Wesley Matthews,Mavericks,DAL,2016
372,0.483,770,126,0.368,342,132,37,52,437,498,0.448,1112,250,0.893,280,75,75,2364,52,161,1372,52,84,489,0.504,Dallas,Dirk Nowitzki,Mavericks,DAL,2016
217,0.463,469,60,0.282,213,284,31,15,222,277,0.406,682,149,0.847,176,80,31,2192,36,141,763,68,121,258,0.45,Dallas,Raymond Felton,Mavericks,DAL,2016
224,0.454,493,97,0.344,282,378,31,14,171,321,0.414,775,179,0.869,206,65,63,2106,19,155,918,61,150,190,0.477,Dallas,Deron Williams,Mavericks,DAL,2016
219,0.469,467,0,0.0,3,128,31,22,469,219,0.466,470,212,0.768,276,76,69,2004,249,181,650,64,119,718,0.466,Dallas,Zaza Pachulia,Mavericks,DAL,2016
216,0.54,400,104,0.414,251,169,27,21,256,320,0.492,651,93,0.684,136,61,51,1799,29,114,837,46,95,285,0.571,Dallas,Chandler Parsons,Mavericks,DAL,2016
217,0.481,451,100,0.385,260,302,31,2,126,317,0.446,711,74,0.771,96,74,16,1667,26,110,808,26,113,152,0.516,Dallas,J.J. Barea,Mavericks,DAL,2016
115,0.532,216,52,0.329,158,118,32,13,120,167,0.447,374,101,0.721,140,64,0,1280,18,124,487,60,66,138,0.516,Dallas,Devin Harris,Mavericks,DAL,2016
144,0.514,280,2,0.125,16,44,24,24,189,146,0.493,296,105,0.739,142,69,2,992,84,118,399,36,40,273,0.497,Dallas,Dwight Powell,Mavericks,DAL,2016
78,0.503,155,47,0.273,172,24,31,15,128,125,0.382,327,22,0.917,24,62,4,665,24,71,319,18,31,152,0.454,Dallas,Charlie Villanueva,Mavericks,DAL,2016
49,0.533,92,22,0.265,83,29,22,25,114,71,0.406,175,44,0.8,55,55,9,647,18,45,208,19,24,132,0.469,Dallas,Justin Anderson,Mavericks,DAL,2016
91,0.636,143,0,0.0,0,30,32,15,115,91,0.636,143,31,0.738,42,25,1,433,60,63,213,10,28,175,0.636,Dallas,David Lee,Mavericks,DAL,2016
49,0.636,77,0,0.0,1,10,29,36,82,49,0.628,78,27,0.587,46,34,6,397,41,54,125,8,23,123,0.628,Dallas,Salah Mejri,Mavericks,DAL,2016
77,0.579,133,0,0.0,1,3,28,26,80,77,0.575,134,18,0.5,36,34,2,370,53,49,172,5,21,133,0.575,Dallas,JaVale McGee,Mavericks,DAL,2016
22,0.688,32,4,0.25,16,2,28,9,43,26,0.542,48,15,0.714,21,30,2,251,11,19,71,6,7,54,0.583,Dallas,Jeremy Evans,Mavericks,DAL,2016
26,0.51,51,3,0.158,19,9,24,0,18,29,0.414,70,8,0.889,9,21,1,193,4,11,69,3,11,22,0.436,Dallas,John Jenkins,Mavericks,DAL,2016
145,0.449,323,119,0.322,370,163,35,57,336,264,0.381,693,111,0.804,138,76,45,2190,84,234,758,78,121,420,0.467,Memphis,Matt Barnes,Grizzlies,MEM,2016
425,0.482,881,6,0.231,26,142,34,13,350,431,0.475,907,172,0.796,216,68,53,2016,179,146,1040,43,105,529,0.479,Memphis,Zach Randolph,Grizzlies,MEM,2016
326,0.463,704,2,0.667,3,196,31,70,304,328,0.464,707,203,0.829,245,52,52,1791,58,141,861,50,118,362,0.465,Memphis,Marc Gasol,Grizzlies,MEM,2016
216,0.449,481,78,0.363,215,342,28,16,138,294,0.422,696,191,0.834,229,56,56,1761,26,100,857,67,84,164,0.478,Memphis,Mike Conley,Grizzlies,MEM,2016
