name,Age,G,GS,MP,FG,FGA,FGP,Three_P,Three_PA,Three_PP,Two_P,Two_PA,Two_PP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,place,team,team_abbr
Boban Marjanović,28,35,0,293,72,132,0.545,0,0,0.0,72,132,0.545,0.545,47,58,0.81,46,84,130,9,6,12,10,25,191,2017,Detroit,Pistons,DET
Henry Ellenson,20,19,2,146,23,64,0.359,10,35,0.286,13,29,0.448,0.438,4,8,0.5,8,33,41,7,1,1,14,6,60,2017,Detroit,Pistons,DET
Michael Gbinije,24,9,0,32,1,10,0.1,0,4,0.0,1,6,0.167,0.1,2,2,1.0,2,1,3,2,0,0,0,2,4,2017,Detroit,Pistons,DET
LeBron James,32,74,74,2794,736,1344,0.548,124,342,0.363,612,1002,0.611,0.594,358,531,0.674,97,542,639,646,92,44,303,134,1954,2017,Cleveland,Cavaliers,CLE
Kyrie Irving,24,72,72,2525,671,1420,0.473,177,441,0.401,494,979,0.505,0.535,297,328,0.905,52,178,230,418,83,24,180,157,1816,2017,Cleveland,Cavaliers,CLE
Tristan Thompson,25,78,78,2336,262,437,0.6,0,3,0.0,262,434,0.604,0.6,106,213,0.498,286,429,715,77,39,84,64,176,630,2017,Cleveland,Cavaliers,CLE
Iman Shumpert,26,76,31,1937,201,489,0.411,94,261,0.36,107,228,0.469,0.507,71,90,0.789,39,179,218,109,62,27,78,150,567,2017,Cleveland,Cavaliers,CLE
Kevin Love,28,60,60,1885,370,867,0.427,145,389,0.373,225,478,0.471,0.51,257,295,0.871,148,518,666,116,53,21,122,125,1142,2017,Cleveland,Cavaliers,CLE
Richard Jefferson,36,79,13,1614,153,343,0.446,62,186,0.333,91,157,0.58,0.536,80,108,0.741,28,175,203,78,26,10,52,153,448,2017,Cleveland,Cavaliers,CLE
Channing Frye,33,74,15,1398,238,520,0.458,137,335,0.409,101,185,0.546,0.589,63,74,0.851,37,253,290,45,33,37,53,138,676,2017,Cleveland,Cavaliers,CLE
J.R. Smith,31,41,35,1187,123,356,0.346,95,271,0.351,28,85,0.329,0.479,10,15,0.667,17,96,113,62,40,11,26,77,351,2017,Cleveland,Cavaliers,CLE
Kyle Korver,35,35,1,859,131,269,0.487,97,200,0.485,34,69,0.493,0.667,14,15,0.933,7,90,97,35,11,8,29,60,373,2017,Cleveland,Cavaliers,CLE
DeAndre Liggins,28,61,19,752,52,136,0.382,17,45,0.378,35,91,0.385,0.445,23,37,0.622,17,84,101,54,45,14,42,78,144,2017,Cleveland,Cavaliers,CLE
Deron Williams,32,24,4,486,68,147,0.463,22,53,0.415,46,94,0.489,0.537,21,25,0.84,1,44,45,86,6,6,40,42,179,2017,Cleveland,Cavaliers,CLE
Derrick Williams,25,25,0,427,54,107,0.505,21,52,0.404,33,55,0.6,0.603,27,39,0.692,3,54,57,14,5,2,14,27,156,2017,Cleveland,Cavaliers,CLE
Kay Felder,21,42,0,386,62,158,0.392,7,22,0.318,55,136,0.404,0.415,35,49,0.714,3,38,41,58,18,7,30,38,166,2017,Cleveland,Cavaliers,CLE
Jordan McRae,25,37,4,384,58,150,0.387,18,51,0.353,40,99,0.404,0.447,27,34,0.794,6,35,41,19,8,6,14,31,161,2017,Cleveland,Cavaliers,CLE
James Jones,36,48,2,381,44,92,0.478,31,66,0.47,13,26,0.5,0.647,13,20,0.65,3,34,37,14,6,10,10,37,132,2017,Cleveland,Cavaliers,CLE
Mike Dunleavy,36,23,2,366,36,90,0.4,20,57,0.351,16,33,0.485,0.511,14,19,0.737,5,42,47,20,6,2,14,32,106,2017,Cleveland,Cavaliers,CLE
Chris Andersen,38,12,0,114,9,22,0.409,0,3,0.0,9,19,0.474,0.409,10,14,0.714,9,22,31,5,5,7,5,20,28,2017,Cleveland,Cavaliers,CLE
Edy Tavares,24,1,0,24,3,4,0.75,0,0,0.0,3,4,0.75,0.75,0,1,0.0,4,6,10,1,0,6,2,3,6,2017,Cleveland,Cavaliers,CLE
Larry Sanders,28,5,0,13,1,4,0.25,0,0,0.0,1,4,0.25,0.25,2,2,1.0,3,1,4,0,1,1,2,5,4,2017,Cleveland,Cavaliers,CLE
Dahntay Jones,36,1,0,12,3,8,0.375,0,2,0.0,3,6,0.5,0.375,3,4,0.75,1,1,2,1,0,0,1,1,9,2017,Cleveland,Cavaliers,CLE
Andrew Bogut,32,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,2017,Cleveland,Cavaliers,CLE
Hassan Whiteside,27,77,77,2513,542,973,0.557,0,0,0.0,542,973,0.557,0.557,225,358,0.628,293,795,1088,57,57,161,154,226,1309,2017,Miami,Heat,MIA
Goran Dragić,30,73,73,2459,534,1124,0.475,117,289,0.405,417,835,0.499,0.527,298,377,0.79,62,217,279,423,89,13,212,199,1483,2017,Miami,Heat,MIA
Tyler Johnson,24,73,0,2178,357,824,0.433,93,250,0.372,264,574,0.46,0.49,195,254,0.768,50,243,293,233,84,44,90,176,1002,2017,Miami,Heat,MIA
James Johnson,29,76,5,2085,368,769,0.479,87,256,0.34,281,513,0.548,0.535,152,215,0.707,66,310,376,276,76,86,171,197,975,2017,Miami,Heat,MIA
Rodney McGruder,25,78,65,1966,190,460,0.413,73,220,0.332,117,240,0.488,0.492,44,71,0.62,94,162,256,124,46,18,56,140,497,2017,Miami,Heat,MIA
Josh Richardson,23,53,34,1614,202,513,0.394,75,227,0.33,127,286,0.444,0.467,60,77,0.779,35,133,168,140,60,39,65,132,539,2017,Miami,Heat,MIA
Wayne Ellington,29,62,13,1500,231,555,0.416,149,394,0.378,82,161,0.509,0.55,37,43,0.86,18,114,132,70,35,4,30,70,648,2017,Miami,Heat,MIA
Dion Waiters,25,46,43,1384,281,663,0.424,85,215,0.395,196,448,0.438,0.488,82,127,0.646,18,135,153,200,42,20,103,95,729,2017,Miami,Heat,MIA
Luke Babbitt,27,68,55,1065,113,281,0.402,87,210,0.414,26,71,0.366,0.557,11,15,0.733,12,129,141,36,20,11,25,118,324,2017,Miami,Heat,MIA
Willie Reed,26,71,5,1031,162,285,0.568,1,4,0.25,161,281,0.573,0.57,49,88,0.557,129,203,332,26,18,47,31,137,374,2017,Miami,Heat,MIA
Justise Winslow,20,18,15,625,80,225,0.356,7,35,0.2,73,190,0.384,0.371,29,47,0.617,23,71,94,66,26,6,33,52,196,2017,Miami,Heat,MIA
Okaro White,24,35,0,471,33,87,0.379,12,34,0.353,21,53,0.396,0.448,20,22,0.909,25,57,82,21,10,10,18,52,98,2017,Miami,Heat,MIA
Josh McRoberts,29,22,14,381,44,118,0.373,13,31,0.419,31,87,0.356,0.428,6,9,0.667,23,51,74,50,10,4,23,31,107,2017,Miami,Heat,MIA
Derrick Williams,25,25,11,377,54,137,0.394,9,45,0.2,45,92,0.489,0.427,31,50,0.62,16,57,73,14,9,5,14,33,148,2017,Miami,Heat,MIA
Udonis Haslem,36,16,0,130,11,23,0.478,0,3,0.0,11,20,0.55,0.478,9,15,0.6,8,28,36,6,6,1,8,22,31,2017,Miami,Heat,MIA
Elfrid Payton,22,82,58,2412,430,912,0.471,40,146,0.274,390,766,0.509,0.493,146,211,0.692,89,298,387,529,88,40,178,177,1046,2017,Orlando,Magic,ORL
Aaron Gordon,21,80,72,2298,393,865,0.454,77,267,0.288,316,598,0.528,0.499,156,217,0.719,116,289,405,150,65,40,89,172,1019,2017,Orlando,Magic,ORL
Evan Fournier,24,68,66,2234,408,930,0.439,128,360,0.356,280,570,0.491,0.508,223,277,0.805,44,165,209,202,66,4,141,180,1167,2017,Orlando,Magic,ORL
Nikola Vučević,26,75,55,2163,483,1031,0.468,23,75,0.307,460,956,0.481,0.48,107,160,0.669,176,603,779,208,76,74,117,180,1096,2017,Orlando,Magic,ORL
Bismack Biyombo,24,81,27,1793,179,339,0.528,0,0,0.0,179,339,0.528,0.528,125,234,0.534,157,410,567,74,25,91,95,202,483,2017,Orlando,Magic,ORL
Serge Ibaka,27,56,56,1710,343,703,0.488,83,214,0.388,260,489,0.532,0.547,77,91,0.846,100,282,382,60,34,91,66,139,846,2017,Orlando,Magic,ORL
D.J. Augustin,29,78,20,1538,195,517,0.377,95,274,0.347,100,243,0.412,0.469,131,161,0.814,15,102,117,209,31,1,90,101,616,2017,Orlando,Magic,ORL
Jeff Green,30,69,11,1534,220,558,0.394,53,193,0.275,167,365,0.458,0.442,145,168,0.863,39,175,214,81,37,13,75,103,638,2017,Orlando,Magic,ORL
C.J. Watson,32,62,9,1012,96,248,0.387,32,105,0.305,64,143,0.448,0.452,57,66,0.864,16,73,89,114,43,2,47,84,281,2017,Orlando,Magic,ORL
Mario Hezonja,21,65,2,960,117,330,0.355,43,144,0.299,74,186,0.398,0.42,40,50,0.8,20,126,146,62,30,15,58,74,317,2017,Orlando,Magic,ORL
Terrence Ross,25,24,24,748,115,267,0.431,46,135,0.341,69,132,0.523,0.517,23,27,0.852,4,64,68,43,34,13,35,61,299,2017,Orlando,Magic,ORL
Jodie Meeks,29,36,10,738,103,256,0.402,56,137,0.409,47,119,0.395,0.512,65,74,0.878,5,72,77,45,34,4,36,41,327,2017,Orlando,Magic,ORL
Damjan Rudež,30,45,0,314,31,88,0.352,20,64,0.313,11,24,0.458,0.466,0,0,0.0,5,20,25,20,12,1,9,31,82,2017,Orlando,Magic,ORL
C.J. Wilcox,26,22,0,108,8,31,0.258,3,15,0.2,5,16,0.313,0.306,2,2,1.0,4,8,12,12,2,1,6,8,21,2017,Orlando,Magic,ORL
Stephen Zimmerman,20,19,0,108,10,31,0.323,0,0,0.0,10,31,0.323,0.323,3,5,0.6,11,24,35,4,2,5,3,17,23,2017,Orlando,Magic,ORL
Marcus Georges-Hunt,22,5,0,48,2,7,0.286,1,2,0.5,1,5,0.2,0.357,9,10,0.9,1,8,9,3,1,0,2,5,14,2017,Orlando,Magic,ORL
Patricio Garino,23,5,0,43,0,7,0.0,0,5,0.0,0,2,0.0,0.0,0,0,0.0,1,6,7,0,0,0,3,4,0,2017,Orlando,Magic,ORL
Arinze Onuaku,29,8,0,28,2,4,0.5,0,0,0.0,2,4,0.5,0.5,0,0,0.0,2,4,6,2,0,1,2,3,4,2017,Orlando,Magic,ORL
Anthony Brown,24,2,0,16,4,9,0.444,1,3,0.333,3,6,0.5,0.5,0,0,0.0,2,5,7,2,0,0,1,2,9,2017,Orlando,Magic,ORL
John Wall,26,78,78,2836,647,1435,0.451,89,272,0.327,558,1163,0.48,0.482,422,527,0.801,59,267,326,831,157,49,322,151,1805,2017,Washington,Wizards,WAS
Bradley Beal,23,77,77,2684,637,1322,0.482,223,552,0.404,414,770,0.538,0.566,282,342,0.825,53,187,240,267,83,21,156,169,1779,2017,Washington,Wizards,WAS
Otto Porter,23,80,80,2605,414,803,0.516,148,341,0.434,266,462,0.576,0.608,99,119,0.832,118,396,514,121,116,42,44,193,1075,2017,Washington,Wizards,WAS
Marcin Gortat,32,82,82,2556,390,674,0.579,0,2,0.0,390,672,0.58,0.579,103,159,0.648,238,611,849,121,40,61,119,213,883,2017,Washington,Wizards,WAS
Markieff Morris,27,76,76,2374,406,889,0.457,71,196,0.362,335,693,0.483,0.497,180,215,0.837,107,386,493,126,82,42,129,254,1063,2017,Washington,Wizards,WAS
Kelly Oubre,21,79,5,1605,186,442,0.421,54,188,0.287,132,254,0.52,0.482,75,99,0.758,61,200,261,47,58,17,50,195,501,2017,Washington,Wizards,WAS
Jason Smith,30,74,3,1068,174,329,0.529,37,78,0.474,137,251,0.546,0.585,35,51,0.686,64,194,258,37,21,54,58,168,420,2017,Washington,Wizards,WAS
Tomáš Satoranský,25,57,3,719,61,147,0.415,9,37,0.243,52,110,0.473,0.446,23,33,0.697,25,58,83,92,26,6,38,60,154,2017,Washington,Wizards,WAS
Trey Burke,24,57,0,703,116,255,0.455,31,70,0.443,85,185,0.459,0.516,22,29,0.759,7,40,47,100,11,5,48,54,285,2017,Washington,Wizards,WAS
Bojan Bogdanović,27,26,0,601,107,234,0.457,45,115,0.391,62,119,0.521,0.553,71,76,0.934,14,66,80,21,10,4,38,47,330,2017,Washington,Wizards,WAS
Marcus Thornton,29,33,1,575,84,210,0.4,28,80,0.35,56,130,0.431,0.467,23,27,0.852,22,54,76,41,19,3,25,48,219,2017,Washington,Wizards,WAS
Ian Mahinmi,30,31,0,555,65,111,0.586,0,0,0.0,65,111,0.586,0.586,43,75,0.573,47,103,150,19,33,24,34,90,173,2017,Washington,Wizards,WAS
Brandon Jennings,27,23,2,374,29,106,0.274,11,52,0.212,18,54,0.333,0.325,12,17,0.706,8,36,44,108,15,0,22,32,81,2017,Washington,Wizards,WAS
Sheldon Mac,24,30,3,287,30,75,0.4,7,30,0.233,23,45,0.511,0.447,23,27,0.852,4,30,34,15,8,2,5,17,90,2017,Washington,Wizards,WAS
Andrew Nicholson,27,28,0,231,30,77,0.39,3,16,0.188,27,61,0.443,0.409,7,12,0.583,11,23,34,7,11,6,11,37,70,2017,Washington,Wizards,WAS
Daniel Ochefu,23,19,0,75,12,27,0.444,0,0,0.0,12,27,0.444,0.444,0,2,0.0,5,17,22,3,2,0,3,17,24,2017,Washington,Wizards,WAS
Chris McCullough,21,2,0,8,0,1,0.0,0,1,0.0,0,0,0.0,0.0,1,2,0.5,0,2,2,0,1,0,1,0,1,2017,Washington,Wizards,WAS
Danuel House,23,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,2017,Washington,Wizards,WAS
Kemba Walker,26,79,79,2739,643,1449,0.444,240,602,0.399,403,847,0.476,0.527,304,359,0.847,45,263,308,434,85,22,168,119,1830,2017,Charlotte,Hornets,CHO
Nicolas Batum,28,77,77,2617,393,975,0.403,135,405,0.333,258,570,0.453,0.472,243,284,0.856,46,435,481,456,86,29,194,109,1164,2017,Charlotte,Hornets,CHO
Michael Kidd-Gilchrist,23,81,81,2349,295,618,0.477,1,9,0.111,294,609,0.483,0.478,152,194,0.784,156,409,565,114,81,77,56,187,743,2017,Charlotte,Hornets,CHO
Marvin Williams,30,76,76,2295,297,704,0.422,124,354,0.35,173,350,0.494,0.51,131,150,0.873,89,411,500,106,58,53,60,134,849,2017,Charlotte,Hornets,CHO
Frank Kaminsky,23,75,16,1954,320,802,0.399,116,354,0.328,204,448,0.455,0.471,118,156,0.756,57,279,336,162,46,34,76,139,874,2017,Charlotte,Hornets,CHO
Marco Belinelli,30,74,0,1778,264,615,0.429,102,283,0.36,162,332,0.488,0.512,150,168,0.893,14,164,178,147,44,9,70,90,780,2017,Charlotte,Hornets,CHO
Cody Zeller,24,62,58,1725,253,443,0.571,0,1,0.0,253,442,0.572,0.571,133,196,0.679,135,270,405,99,62,58,65,189,639,2017,Charlotte,Hornets,CHO
Jeremy Lamb,24,62,5,1143,226,491,0.46,41,146,0.281,185,345,0.536,0.502,110,129,0.853,30,234,264,75,27,23,40,98,603,2017,Charlotte,Hornets,CHO
Ramon Sessions,30,50,1,811,100,263,0.38,21,62,0.339,79,201,0.393,0.42,91,118,0.771,11,62,73,129,27,3,46,43,312,2017,Charlotte,Hornets,CHO
Roy Hibbert,30,42,13,671,78,144,0.542,0,0,0.0,78,144,0.542,0.542,61,75,0.813,53,97,150,20,8,44,31,97,217,2017,Charlotte,Hornets,CHO
Spencer Hawes,28,35,1,626,104,218,0.477,16,55,0.291,88,163,0.54,0.514,30,34,0.882,32,114,146,62,13,26,40,61,254,2017,Charlotte,Hornets,CHO
Brian Roberts,31,41,2,416,46,122,0.377,17,44,0.386,29,78,0.372,0.447,33,39,0.846,5,34,39,52,9,1,26,18,142,2017,Charlotte,Hornets,CHO
Treveon Graham,23,27,1,189,19,40,0.475,9,15,0.6,10,25,0.4,0.588,10,15,0.667,5,17,22,6,6,1,3,18,57,2017,Charlotte,Hornets,CHO
Miles Plumlee,28,13,0,174,14,24,0.583,0,0,0.0,14,24,0.583,0.583,3,4,0.75,15,27,42,3,7,4,8,25,31,2017,Charlotte,Hornets,CHO
Briante Weber,24,13,0,159,20,46,0.435,1,7,0.143,19,39,0.487,0.446,9,13,0.692,8,14,22,16,9,0,5,12,50,2017,Charlotte,Hornets,CHO
Christian Wood,21,13,0,107,12,23,0.522,0,5,0.0,12,18,0.667,0.522,11,15,0.733,14,15,29,2,3,6,7,11,35,2017,Charlotte,Hornets,CHO
Johnny O'Bryant,23,4,0,34,8,15,0.533,1,3,0.333,7,12,0.583,0.567,1,2,0.5,4,4,8,4,0,0,3,6,18,2017,Charlotte,Hornets,CHO
Mike Tobey,22,2,0,25,1,4,0.25,0,0,0.0,1,4,0.25,0.25,0,0,0.0,2,1,3,1,0,0,1,2,2,2017,Charlotte,Hornets,CHO
Aaron Harrison,22,5,0,17,0,4,0.0,0,2,0.0,0,2,0.0,0.0,1,2,0.5,0,3,3,3,0,0,0,2,1,2017,Charlotte,Hornets,CHO
Dennis Schröder,23,79,78,2485,548,1214,0.451,100,294,0.34,448,920,0.487,0.493,218,255,0.855,42,206,248,499,74,16,258,149,1414,2017,Atlanta,Hawks,ATL
Paul Millsap,31,69,67,2343,430,972,0.442,75,241,0.311,355,731,0.486,0.481,311,405,0.768,111,422,533,252,90,62,158,186,1246,2017,Atlanta,Hawks,ATL
Dwight Howard,31,74,74,2199,388,613,0.633,0,2,0.0,388,611,0.635,0.633,226,424,0.533,296,644,940,104,64,92,170,203,1002,2017,Atlanta,Hawks,ATL
Tim Hardaway,24,79,30,2154,415,912,0.455,149,417,0.357,266,495,0.537,0.537,164,214,0.766,35,189,224,182,55,15,106,103,1143,2017,Atlanta,Hawks,ATL
Kent Bazemore,27,73,64,1963,295,721,0.409,92,266,0.346,203,455,0.446,0.473,119,168,0.708,45,186,231,177,91,52,125,165,801,2017,Atlanta,Hawks,ATL
Thabo Sefolosha,32,62,42,1596,174,395,0.441,41,120,0.342,133,275,0.484,0.492,55,75,0.733,54,216,270,107,96,31,58,97,444,2017,Atlanta,Hawks,ATL
Malcolm Delaney,27,73,2,1248,145,388,0.374,26,110,0.236,119,278,0.428,0.407,75,93,0.806,10,113,123,193,39,1,95,112,391,2017,Atlanta,Hawks,ATL
Mike Muscala,25,70,3,1237,170,337,0.504,46,110,0.418,124,227,0.546,0.573,49,64,0.766,76,164,240,95,30,41,55,97,435,2017,Atlanta,Hawks,ATL
Taurean Waller-Prince,22,59,10,981,114,285,0.4,33,102,0.324,81,183,0.443,0.458,74,94,0.787,25,132,157,55,43,27,61,96,335,2017,Atlanta,Hawks,ATL
Kyle Korver,35,32,21,894,108,246,0.439,65,159,0.409,43,87,0.494,0.571,24,27,0.889,0,89,89,75,23,13,40,47,305,2017,Atlanta,Hawks,ATL
Kris Humphries,31,56,4,689,87,214,0.407,19,54,0.352,68,160,0.425,0.451,64,82,0.78,60,146,206,29,15,21,28,69,257,2017,Atlanta,Hawks,ATL
Ersan İlyasova,29,26,12,633,93,226,0.412,32,92,0.348,61,134,0.455,0.482,52,65,0.8,42,109,151,43,22,8,34,73,270,2017,Atlanta,Hawks,ATL
Mike Dunleavy,36,30,0,475,57,130,0.438,33,77,0.429,24,53,0.453,0.565,22,26,0.846,13,55,68,30,9,5,14,35,169,2017,Atlanta,Hawks,ATL
DeAndre' Bembry,22,38,1,371,47,98,0.48,1,18,0.056,46,80,0.575,0.485,6,16,0.375,14,45,59,28,8,5,16,21,101,2017,Atlanta,Hawks,ATL
José Calderón,35,17,2,247,23,57,0.404,8,30,0.267,15,27,0.556,0.474,7,8,0.875,7,25,32,37,4,0,15,14,61,2017,Atlanta,Hawks,ATL
Mike Scott,28,18,0,195,17,59,0.288,4,27,0.148,13,32,0.406,0.322,7,8,0.875,10,27,37,17,4,3,8,12,45,2017,Atlanta,Hawks,ATL
Ryan Kelly,25,16,0,110,8,28,0.286,4,10,0.4,4,18,0.222,0.357,5,6,0.833,1,17,18,8,4,5,4,5,25,2017,Atlanta,Hawks,ATL
Lamar Patterson,25,5,0,40,3,15,0.2,1,6,0.167,2,9,0.222,0.233,2,3,0.667,1,6,7,6,1,0,4,6,9,2017,Atlanta,Hawks,ATL
Gary Neal,32,2,0,18,0,7,0.0,0,2,0.0,0,5,0.0,0.0,4,4,1.0,0,1,1,1,0,0,0,1,4,2017,Atlanta,Hawks,ATL
Edy Tavares,24,1,0,4,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,2,0.0,0,1,1,0,0,0,0,0,2,2017,Atlanta,Hawks,ATL
Wilson Chandler,29,71,33,2197,433,939,0.461,110,326,0.337,323,613,0.527,0.52,141,194,0.727,103,357,460,141,51,30,114,172,1117,2017,Denver,Nuggets,DEN
Danilo Gallinari,28,63,63,2134,335,750,0.447,126,324,0.389,209,426,0.491,0.531,349,387,0.902,39,286,325,135,40,15,82,93,1145,2017,Denver,Nuggets,DEN
Jameer Nelson,34,75,39,2045,268,604,0.444,106,273,0.388,162,331,0.489,0.531,45,63,0.714,28,164,192,385,54,8,128,197,687,2017,Denver,Nuggets,DEN
Nikola Jokić,21,73,59,2038,494,854,0.578,45,139,0.324,449,715,0.628,0.605,188,228,0.825,212,506,718,359,61,55,171,214,1221,2017,Denver,Nuggets,DEN
Gary Harris,22,57,56,1782,320,637,0.502,107,255,0.42,213,382,0.558,0.586,104,134,0.776,48,130,178,164,71,8,76,92,851,2017,Denver,Nuggets,DEN
Jamal Murray,19,82,10,1764,295,730,0.404,115,344,0.334,180,386,0.466,0.483,106,120,0.883,41,173,214,170,51,24,113,124,811,2017,Denver,Nuggets,DEN
Will Barton,26,60,19,1705,295,666,0.443,87,235,0.37,208,431,0.483,0.508,143,190,0.753,58,201,259,206,48,28,97,110,820,2017,Denver,Nuggets,DEN
Emmanuel Mudiay,20,55,41,1406,208,551,0.377,56,178,0.315,152,373,0.408,0.428,131,167,0.784,29,149,178,217,41,13,123,95,603,2017,Denver,Nuggets,DEN
Kenneth Faried,27,61,34,1296,228,416,0.548,0,6,0.0,228,410,0.556,0.548,131,189,0.693,183,279,462,55,43,40,59,124,587,2017,Denver,Nuggets,DEN
Juan Hernangómez,21,62,9,842,101,224,0.451,46,113,0.407,55,111,0.495,0.554,57,76,0.75,43,144,187,29,30,12,31,62,305,2017,Denver,Nuggets,DEN
Jusuf Nurkić,22,45,29,807,151,298,0.507,0,0,0.0,151,298,0.507,0.507,56,113,0.496,89,171,260,60,25,36,81,88,358,2017,Denver,Nuggets,DEN
Darrell Arthur,28,41,7,639,95,215,0.442,53,117,0.453,42,98,0.429,0.565,19,22,0.864,25,87,112,42,19,21,36,76,262,2017,Denver,Nuggets,DEN
Mason Plumlee,26,27,10,632,99,181,0.547,0,1,0.0,99,180,0.55,0.547,47,76,0.618,50,123,173,70,19,29,46,77,245,2017,Denver,Nuggets,DEN
Malik Beasley,20,22,1,165,33,73,0.452,9,28,0.321,24,45,0.533,0.514,8,10,0.8,5,12,17,11,7,0,8,10,83,2017,Denver,Nuggets,DEN
Mike Miller,36,20,0,151,9,23,0.391,8,20,0.4,1,3,0.333,0.565,2,2,1.0,2,36,38,22,2,0,13,9,28,2017,Denver,Nuggets,DEN
Alonzo Gee,29,13,0,89,3,14,0.214,0,3,0.0,3,11,0.273,0.214,5,9,0.556,4,11,15,6,5,1,4,14,11,2017,Denver,Nuggets,DEN
Johnny O'Bryant,23,7,0,46,7,15,0.467,2,3,0.667,5,12,0.417,0.533,4,4,1.0,5,6,11,2,0,1,3,4,20,2017,Denver,Nuggets,DEN
Roy Hibbert,30,6,0,11,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,0.0,1,1,2,1,0,2,1,3,4,2017,Denver,Nuggets,DEN
Jarnell Stokes,23,2,0,7,1,1,1.0,0,0,0.0,1,1,1.0,1.0,1,2,0.5,1,1,2,2,1,0,0,3,3,2017,Denver,Nuggets,DEN
Rudy Gobert,24,81,81,2744,413,625,0.661,0,1,0.0,413,624,0.662,0.661,311,476,0.653,314,721,1035,97,49,214,147,246,1137,2017,Uath,Jazz,UTA
Gordon Hayward,26,73,73,2516,545,1156,0.471,149,374,0.398,396,782,0.506,0.536,362,429,0.844,49,345,394,252,73,20,140,117,1601,2017,Uath,Jazz,UTA
Joe Ingles,29,82,26,1972,204,451,0.452,123,279,0.441,81,172,0.471,0.589,50,68,0.735,23,238,261,225,96,8,107,163,581,2017,Uath,Jazz,UTA
Joe Johnson,35,78,14,1843,273,626,0.436,106,258,0.411,167,368,0.454,0.521,63,77,0.818,33,210,243,144,36,18,69,93,715,2017,Uath,Jazz,UTA
Rodney Hood,24,59,55,1593,272,666,0.408,114,307,0.371,158,359,0.44,0.494,90,115,0.783,16,186,202,96,38,11,65,132,748,2017,Uath,Jazz,UTA
George Hill,30,49,49,1544,289,606,0.477,94,233,0.403,195,373,0.523,0.554,157,196,0.801,23,144,167,204,50,11,85,114,829,2017,Uath,Jazz,UTA
Boris Diaw,34,73,33,1283,146,327,0.446,20,81,0.247,126,246,0.512,0.477,26,35,0.743,46,112,158,170,18,9,87,83,338,2017,Uath,Jazz,UTA
Dante Exum,21,66,26,1228,155,363,0.427,44,149,0.295,111,214,0.519,0.488,58,73,0.795,30,102,132,111,21,12,80,146,412,2017,Uath,Jazz,UTA
Shelvin Mack,26,55,9,1205,170,381,0.446,37,120,0.308,133,261,0.51,0.495,53,77,0.688,20,105,125,154,42,3,90,100,430,2017,Uath,Jazz,UTA
Derrick Favors,25,50,39,1186,203,417,0.487,3,10,0.3,200,407,0.491,0.49,67,109,0.615,92,213,305,56,45,40,60,103,476,2017,Uath,Jazz,UTA
Trey Lyles,21,71,4,1158,159,439,0.362,65,204,0.319,94,235,0.4,0.436,57,79,0.722,48,187,235,69,26,20,64,97,440,2017,Uath,Jazz,UTA
Alec Burks,25,42,0,653,99,248,0.399,25,76,0.329,74,172,0.43,0.45,60,78,0.769,17,103,120,30,18,5,35,50,283,2017,Uath,Jazz,UTA
Jeff Withey,26,51,1,432,55,103,0.534,0,1,0.0,55,102,0.539,0.534,36,48,0.75,52,69,121,7,16,32,14,52,146,2017,Uath,Jazz,UTA
Raul Neto,24,40,0,346,41,91,0.451,10,31,0.323,31,60,0.517,0.505,8,9,0.889,4,26,30,34,21,5,15,48,100,2017,Uath,Jazz,UTA
Joel Bolomboy,23,12,0,53,9,16,0.563,1,4,0.25,8,12,0.667,0.594,3,6,0.5,4,13,17,2,1,2,2,1,22,2017,Uath,Jazz,UTA
Russell Westbrook,28,81,81,2802,824,1941,0.425,200,583,0.343,624,1358,0.459,0.476,710,840,0.845,137,727,864,840,132,31,438,190,2558,2017,Oklahoma City,Thunder,OKC
Steven Adams,23,80,80,2389,374,655,0.571,0,1,0.0,374,654,0.572,0.571,157,257,0.611,281,332,613,86,89,78,146,195,905,2017,Oklahoma City,Thunder,OKC
Andre Roberson,25,79,79,2376,215,463,0.464,45,184,0.245,170,279,0.609,0.513,47,111,0.423,98,305,403,79,94,79,51,204,522,2017,Oklahoma City,Thunder,OKC
Victor Oladipo,24,67,67,2222,412,932,0.442,127,352,0.361,285,580,0.491,0.51,116,154,0.753,39,252,291,176,78,21,119,155,1067,2017,Oklahoma City,Thunder,OKC
Domantas Sabonis,20,81,66,1632,192,481,0.399,51,159,0.321,141,322,0.438,0.452,44,67,0.657,46,242,288,82,39,32,83,200,479,2017,Oklahoma City,Thunder,OKC
Enes Kanter,24,72,0,1533,402,737,0.545,5,38,0.132,397,699,0.568,0.549,224,285,0.786,195,287,482,67,32,38,123,154,1033,2017,Oklahoma City,Thunder,OKC
Jerami Grant,22,78,4,1490,146,311,0.469,43,114,0.377,103,197,0.523,0.539,86,139,0.619,38,161,199,46,33,75,41,144,421,2017,Oklahoma City,Thunder,OKC
